assigned_gid,video,frame,local_track_id,compared_to_gid,cosine_sim,hist_sim,iou
1,Video_2.mp4,90,22,2,0.5728382,0.5311409105494057,0
1,Video_2.mp4,90,22,3,0.57807744,0.4145102406536831,0
0,Video_2.mp4,91,15,0,0.9830138,0.9909263944643499,0
0,Video_2.mp4,91,15,1,0.5733104,0.3742895858713461,0
0,Video_2.mp4,91,15,2,0.57201445,0.46786081095923526,0
0,Video_2.mp4,91,15,3,0.5291616,0.3634720273249977,0
0,Video_2.mp4,91,15,4,0.52054954,0.4412633517604209,0
4,Video_2.mp4,91,21,1,0.54811144,0.5713744092555356,0
4,Video_2.mp4,91,21,2,0.5690972,0.4357460825997273,0
4,Video_2.mp4,91,21,3,0.72282326,0.35173387951067914,0
4,Video_2.mp4,91,21,4,0.98450613,0.9742097924465073,0
1,Video_2.mp4,91,22,1,1.0000002,0.9826999106108628,0
1,Video_2.mp4,91,22,2,0.5728382,0.5527614540378177,0
1,Video_2.mp4,91,22,3,0.57807744,0.4304665110751051,0
0,Video_2.mp4,92,15,0,0.9926508,0.9923007485654458,0
0,Video_2.mp4,92,15,1,0.5694265,0.37909533674912466,0
0,Video_2.mp4,92,15,2,0.5725761,0.46961158859473895,0
0,Video_2.mp4,92,15,3,0.5295329,0.3569091126029955,0
0,Video_2.mp4,92,15,4,0.5050217,0.4592569946367713,0
4,Video_2.mp4,92,21,1,0.5482825,0.5842282332503389,0
4,Video_2.mp4,92,21,2,0.5712808,0.42739008961903,0
4,Video_2.mp4,92,21,3,0.7246115,0.3346345018243249,0
4,Video_2.mp4,92,21,4,0.9859708,0.9688482685431581,0
1,Video_2.mp4,92,22,1,1.0000002,0.9824410999304589,0
1,Video_2.mp4,92,22,2,0.5728382,0.5596710692099163,0
1,Video_2.mp4,92,22,3,0.57807744,0.4503906276045533,0
0,Video_2.mp4,93,15,0,0.97783285,0.9917898745740819,0
0,Video_2.mp4,93,15,1,0.5630473,0.3516874685027017,0
0,Video_2.mp4,93,15,2,0.56192464,0.46531735007281505,0
0,Video_2.mp4,93,15,3,0.49408168,0.3594015675265126,0
0,Video_2.mp4,93,15,4,0.50168407,0.4584662810555663,0
4,Video_2.mp4,93,21,1,0.5586622,0.5674601054804228,0
4,Video_2.mp4,93,21,2,0.58098054,0.48153934010834454,0
4,Video_2.mp4,93,21,3,0.7428589,0.37439894805542695,0
4,Video_2.mp4,93,21,4,0.98810136,0.959199980085622,0
1,Video_2.mp4,93,22,1,1.0000002,0.9712828794762052,0
1,Video_2.mp4,93,22,2,0.5728382,0.5994440975110794,0
1,Video_2.mp4,93,22,3,0.57807744,0.489566180444536,0
0,Video_2.mp4,94,15,0,0.98071325,0.9927353081841607,0
0,Video_2.mp4,94,15,1,0.5443779,0.3714227593213792,0
0,Video_2.mp4,94,15,2,0.55659866,0.46028350368474547,0
0,Video_2.mp4,94,15,3,0.47749788,0.35122635108468864,0
0,Video_2.mp4,94,15,4,0.484187,0.4901913995585285,0
4,Video_2.mp4,94,21,1,0.54787326,0.5991327676487608,0
4,Video_2.mp4,94,21,2,0.57531905,0.48094546739180927,0
4,Video_2.mp4,94,21,3,0.71036613,0.3786048705945701,0
4,Video_2.mp4,94,21,4,0.97699106,0.9828685240623962,0
1,Video_2.mp4,94,22,1,1.0000002,0.9885192085793773,0
1,Video_2.mp4,94,22,2,0.5728382,0.6172521668198632,0
1,Video_2.mp4,94,22,3,0.57807744,0.5040322937706574,0
0,Video_2.mp4,95,15,0,0.9864703,0.9927375096192737,0
0,Video_2.mp4,95,15,1,0.55947113,0.3570268437814411,0
0,Video_2.mp4,95,15,2,0.56533295,0.4625028671615769,0
0,Video_2.mp4,95,15,3,0.4862354,0.3449888911761214,0
0,Video_2.mp4,95,15,4,0.50046164,0.4831280831031995,0
4,Video_2.mp4,95,21,1,0.54969126,0.5713010075355226,0
4,Video_2.mp4,95,21,2,0.5546603,0.4441853129127499,0
4,Video_2.mp4,95,21,3,0.7044549,0.3580335818276502,0
4,Video_2.mp4,95,21,4,0.98115873,0.9757685051910134,0
1,Video_2.mp4,95,22,1,1.0000002,0.9578645312443439,0
1,Video_2.mp4,95,22,2,0.5728382,0.5951475462919339,0
1,Video_2.mp4,95,22,3,0.57807744,0.5023399854983644,0
0,Video_2.mp4,96,15,0,0.9916043,0.9920771884983821,0
0,Video_2.mp4,96,15,1,0.570638,0.36185657096413676,0
0,Video_2.mp4,96,15,2,0.56764746,0.45800481470272236,0
0,Video_2.mp4,96,15,3,0.49243414,0.3505090159833938,0
0,Video_2.mp4,96,15,4,0.52673733,0.4388366999114588,0
4,Video_2.mp4,96,21,1,0.5736795,0.6037393316022672,0
4,Video_2.mp4,96,21,2,0.5642923,0.5021593000946758,0
4,Video_2.mp4,96,21,3,0.72026974,0.4048702736871804,0
4,Video_2.mp4,96,21,4,0.98012435,0.9661648319291483,0
1,Video_2.mp4,96,22,1,1.0000002,0.9844828343991306,0
1,Video_2.mp4,96,22,2,0.5728382,0.6095883313492619,0
1,Video_2.mp4,96,22,3,0.57807744,0.5166410605721051,0
0,Video_2.mp4,97,15,0,0.98227125,0.9898192471505945,0
0,Video_2.mp4,97,15,1,0.5815393,0.34523292022154467,0
0,Video_2.mp4,97,15,2,0.55882627,0.44488958869542394,0
0,Video_2.mp4,97,15,3,0.49261677,0.3268075798801832,0
0,Video_2.mp4,97,15,4,0.5504365,0.47845147185865533,0
4,Video_2.mp4,97,21,1,0.59883535,0.5452174289929329,0
4,Video_2.mp4,97,21,2,0.57979023,0.4374806627949967,0
4,Video_2.mp4,97,21,3,0.73336756,0.36022014887184783,0
4,Video_2.mp4,97,21,4,0.9703944,0.9519284479590674,0
0,Video_2.mp4,98,15,0,0.9847139,0.9906683219228164,0
0,Video_2.mp4,98,15,1,0.57394195,0.3448115967209798,0
0,Video_2.mp4,98,15,2,0.5669407,0.4522044037752075,0
0,Video_2.mp4,98,15,3,0.49555716,0.33109188232454606,0
0,Video_2.mp4,98,15,4,0.5704422,0.41821630434076407,0
4,Video_2.mp4,98,21,1,0.55766106,0.5010473583813695,0
4,Video_2.mp4,98,21,2,0.5728472,0.4812953681028353,0
4,Video_2.mp4,98,21,3,0.75509375,0.4147110092579188,0
4,Video_2.mp4,98,21,4,0.9668895,0.9616125051093958,0
0,Video_2.mp4,99,15,0,0.9850845,0.988531498587807,0
0,Video_2.mp4,99,15,1,0.565917,0.3431217464943129,0
0,Video_2.mp4,99,15,2,0.5660862,0.4419321004031978,0
0,Video_2.mp4,99,15,3,0.49570334,0.3276317831759561,0
0,Video_2.mp4,99,15,4,0.53607935,0.44885096029811206,0
4,Video_2.mp4,99,21,1,0.5620265,0.5252093324689905,0
4,Video_2.mp4,99,21,2,0.58854,0.4765829111297998,0
4,Video_2.mp4,99,21,3,0.76206404,0.40614920526105747,0
4,Video_2.mp4,99,21,4,0.97953904,0.9795588578253257,0
0,Video_2.mp4,100,15,0,0.97866637,0.9873390207046927,0
0,Video_2.mp4,100,15,1,0.54945767,0.3499012596652528,0
0,Video_2.mp4,100,15,2,0.5480672,0.4449669486598551,0
0,Video_2.mp4,100,15,3,0.47944635,0.33417032052375717,0
0,Video_2.mp4,100,15,4,0.5361433,0.47189715684285666,0
4,Video_2.mp4,100,21,1,0.5567987,0.5562496984477844,0
4,Video_2.mp4,100,21,2,0.5826032,0.49005162595980406,0
4,Video_2.mp4,100,21,3,0.7608367,0.41179638366159804,0
4,Video_2.mp4,100,21,4,0.99145657,0.9793271801744489,0
0,Video_2.mp4,101,15,0,0.96341145,0.9830413876622115,0
0,Video_2.mp4,101,15,1,0.554867,0.3351803754059823,0
0,Video_2.mp4,101,15,2,0.56954783,0.4424656330357381,0
0,Video_2.mp4,101,15,3,0.5048811,0.3092045909249224,0
0,Video_2.mp4,101,15,4,0.5541897,0.49732688642852585,0
4,Video_2.mp4,101,21,1,0.55922467,0.5568833987323322,0
4,Video_2.mp4,101,21,2,0.5748273,0.4715673585560652,0
4,Video_2.mp4,101,21,3,0.7489965,0.4025668930355092,0
4,Video_2.mp4,101,21,4,0.9859833,0.9743518129947686,0
0,Video_2.mp4,102,15,0,0.9747116,0.9865790183304486,0
0,Video_2.mp4,102,15,1,0.56508374,0.32448768021569196,0
0,Video_2.mp4,102,15,2,0.5690153,0.43622373825796723,0
0,Video_2.mp4,102,15,3,0.5252539,0.3101189978350208,0
0,Video_2.mp4,102,15,4,0.5484407,0.45991855899035206,0
4,Video_2.mp4,102,21,1,0.5482471,0.5678142663372677,0
4,Video_2.mp4,102,21,2,0.5714497,0.5002024110183783,0
4,Video_2.mp4,102,21,3,0.7580282,0.4088672914209864,0
4,Video_2.mp4,102,21,4,0.9837972,0.9855352492151506,0
0,Video_2.mp4,103,15,0,0.95904696,0.9796616949109839,0
0,Video_2.mp4,103,15,1,0.55848235,0.3027751272899161,0
0,Video_2.mp4,103,15,2,0.57385933,0.4180928305276679,0
0,Video_2.mp4,103,15,3,0.5143546,0.27820766151377574,0
0,Video_2.mp4,103,15,4,0.5088563,0.4634348644487381,0
4,Video_2.mp4,103,21,1,0.5581395,0.5321406437603734,0
4,Video_2.mp4,103,21,2,0.55612564,0.45358103841778374,0
4,Video_2.mp4,103,21,3,0.7323499,0.3483106361203801,0
4,Video_2.mp4,103,21,4,0.97770894,0.9684952945339709,0
0,Video_2.mp4,104,15,0,0.9706918,0.9865260218711857,0
0,Video_2.mp4,104,15,1,0.59400785,0.2958317260701508,0
0,Video_2.mp4,104,15,2,0.579584,0.40575321389233177,0
0,Video_2.mp4,104,15,3,0.51032525,0.267237602097433,0
0,Video_2.mp4,104,15,4,0.5297115,0.4281287643948592,0
4,Video_2.mp4,104,21,1,0.5722805,0.5258159609018344,0
4,Video_2.mp4,104,21,2,0.5612475,0.44896286938958574,0
4,Video_2.mp4,104,21,3,0.74392813,0.35446768204103285,0
4,Video_2.mp4,104,21,4,0.9804041,0.9726391571633566,0
0,Video_2.mp4,105,15,0,0.9487747,0.9835305735508335,0
0,Video_2.mp4,105,15,1,0.61846995,0.26737339832909746,0
0,Video_2.mp4,105,15,2,0.55736744,0.3926359679643964,0
0,Video_2.mp4,105,15,3,0.52736163,0.25611272794343004,0
0,Video_2.mp4,105,15,4,0.5509794,0.41008153435030537,0
4,Video_2.mp4,105,21,1,0.5647402,0.5304031998513739,0
4,Video_2.mp4,105,21,2,0.5612896,0.43447293706743534,0
4,Video_2.mp4,105,21,3,0.7414918,0.34422693337603516,0
4,Video_2.mp4,105,21,4,0.98599243,0.9829799306025857,0
0,Video_2.mp4,106,15,0,0.957646,0.9898156553455473,0
0,Video_2.mp4,106,15,1,0.6132604,0.26457810507818486,0
0,Video_2.mp4,106,15,2,0.55648255,0.3960637501324988,0
0,Video_2.mp4,106,15,3,0.53710884,0.2605866797234154,0
0,Video_2.mp4,106,15,4,0.5623678,0.41005743815859563,0
4,Video_2.mp4,106,21,1,0.55942357,0.5261288160705017,0
4,Video_2.mp4,106,21,2,0.56604445,0.47270514107818457,0
4,Video_2.mp4,106,21,3,0.74605334,0.36085687745526773,0
4,Video_2.mp4,106,21,4,0.9864093,0.982662969411713,0
0,Video_2.mp4,107,15,0,0.9683921,0.9838080511467289,0
0,Video_2.mp4,107,15,1,0.59121275,0.24834078372266438,0
0,Video_2.mp4,107,15,2,0.5687201,0.3766754032495442,0
0,Video_2.mp4,107,15,3,0.52465564,0.24023317872952873,0
0,Video_2.mp4,107,15,4,0.5553954,0.40946462825864766,0
4,Video_2.mp4,107,21,1,0.5496713,0.5075589802020638,0
4,Video_2.mp4,107,21,2,0.54253423,0.4912714019592725,0
4,Video_2.mp4,107,21,3,0.7399236,0.3577876940457094,0
4,Video_2.mp4,107,21,4,0.98280907,0.9582947007545398,0
0,Video_2.mp4,108,15,0,0.96887785,0.980818694195278,0
0,Video_2.mp4,108,15,1,0.57432306,0.22884576070168747,0
0,Video_2.mp4,108,15,2,0.561177,0.3648122044385152,0
0,Video_2.mp4,108,15,3,0.50701475,0.2230320810212624,0
0,Video_2.mp4,108,15,4,0.53144556,0.40483681472797883,0
4,Video_2.mp4,108,21,1,0.5530349,0.5173746039868193,0
4,Video_2.mp4,108,21,2,0.53935444,0.49516208208387547,0
4,Video_2.mp4,108,21,3,0.7163769,0.361054726050015,0
4,Video_2.mp4,108,21,4,0.9875053,0.9621380478812054,0
0,Video_2.mp4,109,15,0,0.9660099,0.9843676375371704,0
0,Video_2.mp4,109,15,1,0.60001373,0.219933455724731,0
0,Video_2.mp4,109,15,2,0.5600453,0.32870683073983464,0
0,Video_2.mp4,109,15,3,0.48497808,0.22588003479343474,0
0,Video_2.mp4,109,15,4,0.49101645,0.3763120816275557,0
4,Video_2.mp4,109,21,1,0.55292326,0.5090318894706213,0
4,Video_2.mp4,109,21,2,0.5323893,0.5069276775734604,0
4,Video_2.mp4,109,21,3,0.73068917,0.36627250553761964,0
4,Video_2.mp4,109,21,4,0.9878967,0.9806126937936354,0
0,Video_2.mp4,110,15,0,0.97354686,0.9805113438808422,0
0,Video_2.mp4,110,15,1,0.5921422,0.215042165897476,0
0,Video_2.mp4,110,15,2,0.5564054,0.3359517802828119,0
0,Video_2.mp4,110,15,3,0.46918508,0.21542829278789416,0
0,Video_2.mp4,110,15,4,0.4885444,0.39851166715515696,0
4,Video_2.mp4,110,21,1,0.54947555,0.4675623507568881,0
4,Video_2.mp4,110,21,2,0.5425981,0.4707928713734029,0
4,Video_2.mp4,110,21,3,0.6833274,0.33286446862908875,0
4,Video_2.mp4,110,21,4,0.96631014,0.9595776452062749,0
0,Video_2.mp4,111,15,0,0.98659635,0.9826309677347076,0
0,Video_2.mp4,111,15,1,0.5860341,0.20878253812681039,0
0,Video_2.mp4,111,15,2,0.5423232,0.33230033905614487,0
0,Video_2.mp4,111,15,3,0.46779686,0.21355839022726955,0
0,Video_2.mp4,111,15,4,0.51287615,0.38254183078489246,0
4,Video_2.mp4,111,21,1,0.5368367,0.4700681455566684,0
4,Video_2.mp4,111,21,2,0.5457058,0.4714312436833462,0
4,Video_2.mp4,111,21,3,0.6737701,0.34495538547608423,0
4,Video_2.mp4,111,21,4,0.97987074,0.9745522836802313,0
0,Video_2.mp4,112,15,0,0.9920025,0.9924214857755467,0
0,Video_2.mp4,112,15,1,0.57783943,0.21015998191621932,0
0,Video_2.mp4,112,15,2,0.52927935,0.3307443873057376,0
0,Video_2.mp4,112,15,3,0.463374,0.2137820847431392,0
0,Video_2.mp4,112,15,4,0.50652844,0.3994794721029748,0
4,Video_2.mp4,112,21,1,0.53884757,0.4386606284946444,0
4,Video_2.mp4,112,21,2,0.560385,0.4415080165723715,0
4,Video_2.mp4,112,21,3,0.68554175,0.3121086665801086,0
4,Video_2.mp4,112,21,4,0.9811783,0.9736996146006364,0
0,Video_2.mp4,113,15,0,0.9942846,0.9928195545836892,0
0,Video_2.mp4,113,15,1,0.5786532,0.20255171643812403,0
0,Video_2.mp4,113,15,2,0.5326663,0.34220629291319066,0
0,Video_2.mp4,113,15,3,0.46019748,0.21414922663403702,0
0,Video_2.mp4,113,15,4,0.49633163,0.3762680450592269,0
4,Video_2.mp4,113,21,1,0.5463021,0.42124988058344426,0
4,Video_2.mp4,113,21,2,0.5559365,0.4586995549833557,0
4,Video_2.mp4,113,21,3,0.695386,0.3254018744347664,0
4,Video_2.mp4,113,21,4,0.98374796,0.9758279675218459,0
0,Video_2.mp4,114,15,0,0.9897786,0.9844485965523888,0
0,Video_2.mp4,114,15,1,0.58005524,0.20771493540737712,0
0,Video_2.mp4,114,15,2,0.55548686,0.34667277260605045,0
0,Video_2.mp4,114,15,3,0.4715868,0.22093280950400468,0
0,Video_2.mp4,114,15,4,0.49689403,0.41655936375854885,0
4,Video_2.mp4,114,21,1,0.56180596,0.403606892041206,0
4,Video_2.mp4,114,21,2,0.5573087,0.4551007031995435,0
4,Video_2.mp4,114,21,3,0.69155324,0.3184982299667903,0
4,Video_2.mp4,114,21,4,0.9845086,0.9764795729138193,0
0,Video_2.mp4,115,15,0,0.99052316,0.987079907522634,0
0,Video_2.mp4,115,15,1,0.5818361,0.2124484904648279,0
0,Video_2.mp4,115,15,2,0.5486279,0.3530413411724644,0
0,Video_2.mp4,115,15,3,0.46712363,0.22644634307466424,0
0,Video_2.mp4,115,15,4,0.5075375,0.40977017414722666,0
4,Video_2.mp4,115,21,1,0.5431555,0.40601062064262344,0
4,Video_2.mp4,115,21,2,0.5537143,0.45843373435550844,0
4,Video_2.mp4,115,21,3,0.69769895,0.3221308552274658,0
4,Video_2.mp4,115,21,4,0.9879612,0.9801284212292871,0
3,Video_2.mp4,115,25,1,0.5047788,0.700089656360995,0
3,Video_2.mp4,115,25,2,0.53126717,0.7344164456822547,0
3,Video_2.mp4,115,25,3,0.7085421,0.6911510727338814,0
0,Video_2.mp4,116,15,0,0.9843631,0.9848185849804086,0
0,Video_2.mp4,116,15,1,0.56665814,0.21235083725407325,0
0,Video_2.mp4,116,15,2,0.5493461,0.34080395231721666,0
0,Video_2.mp4,116,15,3,0.5155893,0.2792890449758297,0
0,Video_2.mp4,116,15,4,0.47575602,0.41265466540258866,0
4,Video_2.mp4,116,21,1,0.55116093,0.3520355466198484,0
4,Video_2.mp4,116,21,2,0.5527907,0.4036270297105326,0
4,Video_2.mp4,116,21,3,0.6493206,0.254461298355849,0
4,Video_2.mp4,116,21,4,0.9783047,0.9607402639681871,0
3,Video_2.mp4,116,25,1,0.5135826,0.6714482842322195,0
3,Video_2.mp4,116,25,2,0.53162843,0.750051465415981,0
3,Video_2.mp4,116,25,3,0.99213487,0.9920618734751047,0
0,Video_2.mp4,117,15,0,0.96791315,0.9878312405864135,0
0,Video_2.mp4,117,15,1,0.54541755,0.22118435904818773,0
0,Video_2.mp4,117,15,2,0.548213,0.3443982791581997,0
0,Video_2.mp4,117,15,3,0.5280658,0.27893479745858835,0
0,Video_2.mp4,117,15,4,0.49536633,0.3757302048399055,0
4,Video_2.mp4,117,21,1,0.55164164,0.3469943921187061,0
4,Video_2.mp4,117,21,2,0.5671572,0.4421183738210783,0
4,Video_2.mp4,117,21,3,0.6507504,0.27089798465378456,0
4,Video_2.mp4,117,21,4,0.9799762,0.9723221172428581,0
3,Video_2.mp4,117,25,1,0.5080485,0.6734129124061782,0
3,Video_2.mp4,117,25,2,0.53329617,0.7539300454625303,0
3,Video_2.mp4,117,25,3,0.9851877,0.9972284306366099,0
0,Video_2.mp4,118,15,0,0.9783281,0.9924652762039841,0
0,Video_2.mp4,118,15,1,0.55073494,0.2282877745209541,0
0,Video_2.mp4,118,15,2,0.55288756,0.35134672985239496,0
0,Video_2.mp4,118,15,3,0.5227257,0.2834995373211074,0
0,Video_2.mp4,118,15,4,0.49451673,0.4199840102310703,0
4,Video_2.mp4,118,21,1,0.5574393,0.32906953942282635,0
4,Video_2.mp4,118,21,2,0.5576128,0.43136674530104197,0
4,Video_2.mp4,118,21,3,0.62683904,0.2447765591892989,0
4,Video_2.mp4,118,21,4,0.9757327,0.9863579646128806,0
3,Video_2.mp4,118,25,1,0.49919873,0.681109990632317,0
3,Video_2.mp4,118,25,2,0.5212284,0.7697357045699965,0
3,Video_2.mp4,118,25,3,0.98225856,0.9970922533751257,0
0,Video_2.mp4,119,15,0,0.9831016,0.9853714949633197,0
0,Video_2.mp4,119,15,1,0.57016665,0.22838742412835103,0
0,Video_2.mp4,119,15,2,0.5653268,0.3491498604461824,0
0,Video_2.mp4,119,15,3,0.52715844,0.2911391677691177,0
0,Video_2.mp4,119,15,4,0.5267568,0.39568820678727273,0
4,Video_2.mp4,119,21,1,0.5491108,0.3321892586580374,0
4,Video_2.mp4,119,21,2,0.54297596,0.4491859498621362,0
4,Video_2.mp4,119,21,3,0.57797277,0.24007360264424638,0
4,Video_2.mp4,119,21,4,0.9886024,0.9827432428857243,0
3,Video_2.mp4,119,25,1,0.49986207,0.6528512148476233,0
3,Video_2.mp4,119,25,2,0.52162236,0.7722284541447593,0
3,Video_2.mp4,119,25,3,0.9958157,0.9927817972160453,0
0,Video_2.mp4,120,15,0,0.98357666,0.9820717396671924,0
0,Video_2.mp4,120,15,1,0.5485961,0.2449489673718006,0
0,Video_2.mp4,120,15,2,0.556113,0.35872214421373816,0
0,Video_2.mp4,120,15,3,0.5057553,0.29171803776791694,0
0,Video_2.mp4,120,15,4,0.5180003,0.41002053504511504,0
4,Video_2.mp4,120,21,1,0.5606257,0.3104799684299861,0
4,Video_2.mp4,120,21,2,0.55734813,0.4107164098468538,0
4,Video_2.mp4,120,21,3,0.58448434,0.2051458637943063,0
4,Video_2.mp4,120,21,4,0.9920969,0.9838704550964635,0
3,Video_2.mp4,120,25,1,0.4859417,0.678474452890636,0
3,Video_2.mp4,120,25,2,0.5128577,0.7880794771203162,0
3,Video_2.mp4,120,25,3,0.98780054,0.9949524866174297,0
0,Video_2.mp4,121,15,0,0.95827645,0.9907492208885259,0
0,Video_2.mp4,121,15,1,0.55446357,0.25606899420450036,0
0,Video_2.mp4,121,15,2,0.5664625,0.3754008706667956,0
0,Video_2.mp4,121,15,3,0.5002217,0.3092610417219186,0
0,Video_2.mp4,121,15,4,0.5174068,0.38824198686815675,0
4,Video_2.mp4,121,21,1,0.53420895,0.30800265247769476,0
4,Video_2.mp4,121,21,2,0.5426822,0.43500923414771664,0
4,Video_2.mp4,121,21,3,0.57095957,0.20927504659606358,0
4,Video_2.mp4,121,21,4,0.9800418,0.9804219854955678,0
3,Video_2.mp4,121,25,1,0.4930464,0.6643992291352301,0
3,Video_2.mp4,121,25,2,0.5152215,0.7781725633152906,0
3,Video_2.mp4,121,25,3,0.9939971,0.9958911450297152,0
0,Video_2.mp4,122,15,0,0.97701216,0.9912267445197128,0
0,Video_2.mp4,122,15,1,0.5740818,0.2610922333284799,0
0,Video_2.mp4,122,15,2,0.55523455,0.377910187550507,0
0,Video_2.mp4,122,15,3,0.4964677,0.31329437963529533,0
0,Video_2.mp4,122,15,4,0.50517726,0.4223186746742839,0
4,Video_2.mp4,122,21,1,0.5358177,0.30945711331728704,0
4,Video_2.mp4,122,21,2,0.5397979,0.4161769275221019,0
4,Video_2.mp4,122,21,3,0.57639074,0.2016463366437884,0
4,Video_2.mp4,122,21,4,0.9718925,0.9756089578894807,0
3,Video_2.mp4,122,25,1,0.4916341,0.6565872578847485,0
3,Video_2.mp4,122,25,2,0.52726,0.7675001850264802,0
3,Video_2.mp4,122,25,3,0.9902881,0.9975693596156677,0
0,Video_2.mp4,123,15,0,0.9801773,0.9881212427735546,0
0,Video_2.mp4,123,15,1,0.5696391,0.2670583159110644,0
0,Video_2.mp4,123,15,2,0.558242,0.39228751140260176,0
0,Video_2.mp4,123,15,3,0.5285553,0.32746578934763165,0
0,Video_2.mp4,123,15,4,0.5085195,0.37215019316915376,0
4,Video_2.mp4,123,21,1,0.54299533,0.3232886067995694,0
4,Video_2.mp4,123,21,2,0.5393773,0.4536133303188894,0
4,Video_2.mp4,123,21,3,0.56585515,0.2223506389216561,0
4,Video_2.mp4,123,21,4,0.9894386,0.9710240806344554,0
3,Video_2.mp4,123,25,1,0.50126326,0.6418893514075478,0
3,Video_2.mp4,123,25,2,0.534799,0.7623994673336678,0
3,Video_2.mp4,123,25,3,0.9923335,0.9958385204599239,0
0,Video_2.mp4,124,15,0,0.9814602,0.9745998067136292,0
0,Video_2.mp4,124,15,1,0.5622909,0.2735869749220215,0
0,Video_2.mp4,124,15,2,0.5547379,0.38741405317772654,0
0,Video_2.mp4,124,15,3,0.51338744,0.3210260186917881,0
0,Video_2.mp4,124,15,4,0.49987987,0.4302616881011136,0
4,Video_2.mp4,124,21,1,0.53862643,0.30389077231989536,0
4,Video_2.mp4,124,21,2,0.5410098,0.4015597950952824,0
4,Video_2.mp4,124,21,3,0.59611535,0.1834108862334373,0
4,Video_2.mp4,124,21,4,0.9752087,0.9468626726831401,0
3,Video_2.mp4,124,25,1,0.50753504,0.6678458005460853,0
3,Video_2.mp4,124,25,2,0.52965146,0.7614212042304482,0
3,Video_2.mp4,124,25,3,0.9938067,0.9931015394430075,0
0,Video_2.mp4,125,15,0,0.9857785,0.9925535242048399,0
0,Video_2.mp4,125,15,1,0.56874675,0.27689549337228414,0
0,Video_2.mp4,125,15,2,0.5513458,0.3981178421320551,0
0,Video_2.mp4,125,15,3,0.5259973,0.3411117393500555,0
0,Video_2.mp4,125,15,4,0.503155,0.3785549324200514,0
4,Video_2.mp4,125,21,1,0.54499745,0.3153245209260508,0
4,Video_2.mp4,125,21,2,0.5413107,0.4063108880149348,0
4,Video_2.mp4,125,21,3,0.608222,0.2068919500284228,0
4,Video_2.mp4,125,21,4,0.9838128,0.9746611606527933,0
3,Video_2.mp4,125,25,1,0.5129714,0.6750428287027289,0
3,Video_2.mp4,125,25,2,0.5234743,0.752686896313975,0
3,Video_2.mp4,125,25,3,0.9916184,0.9958462858967835,0
0,Video_2.mp4,126,15,0,0.98455334,0.987210949267213,0
0,Video_2.mp4,126,15,1,0.56448376,0.2847530276719564,0
0,Video_2.mp4,126,15,2,0.5317475,0.4019117151252842,0
0,Video_2.mp4,126,15,3,0.53166944,0.34579410202630406,0
0,Video_2.mp4,126,15,4,0.4951105,0.38489730441278835,0
4,Video_2.mp4,126,21,1,0.559469,0.31227560023016143,0
4,Video_2.mp4,126,21,2,0.54668,0.4172143003051363,0
4,Video_2.mp4,126,21,3,0.60291827,0.20262957745944318,0
4,Video_2.mp4,126,21,4,0.9872006,0.9755807663890333,0
3,Video_2.mp4,126,25,1,0.5214418,0.669427301115681,0
3,Video_2.mp4,126,25,2,0.5302837,0.737318687364496,0
3,Video_2.mp4,126,25,3,0.9920362,0.9952545919916962,0
0,Video_2.mp4,127,15,0,0.98499256,0.9844635204151131,0
0,Video_2.mp4,127,15,1,0.56313556,0.28305566062644766,0
0,Video_2.mp4,127,15,2,0.54079866,0.4070657782418205,0
0,Video_2.mp4,127,15,3,0.540705,0.37111320221231575,0
0,Video_2.mp4,127,15,4,0.50677633,0.37197447097313585,0
4,Video_2.mp4,127,21,1,0.5586515,0.3227115569483224,0
4,Video_2.mp4,127,21,2,0.54774547,0.42501649918588486,0
4,Video_2.mp4,127,21,3,0.5974808,0.21553169625635082,0
4,Video_2.mp4,127,21,4,0.9877345,0.963053714817311,0
3,Video_2.mp4,127,25,1,0.5142362,0.6548649762054883,0
3,Video_2.mp4,127,25,2,0.5295265,0.7123742230409577,0
3,Video_2.mp4,127,25,3,0.98953444,0.9924574943248343,0
0,Video_2.mp4,128,15,0,0.986292,0.9834885261848074,0
0,Video_2.mp4,128,15,1,0.5628928,0.28735022571544117,0
0,Video_2.mp4,128,15,2,0.5341799,0.4127762512053228,0
0,Video_2.mp4,128,15,3,0.52911246,0.39156485766664295,0
0,Video_2.mp4,128,15,4,0.48976493,0.3674966884541759,0
4,Video_2.mp4,128,21,1,0.56458426,0.328969611267755,0
4,Video_2.mp4,128,21,2,0.5451405,0.44602248906427944,0
4,Video_2.mp4,128,21,3,0.59438,0.21780585514387613,0
4,Video_2.mp4,128,21,4,0.9895921,0.957229061635169,0
3,Video_2.mp4,128,25,1,0.51020527,0.6855486054737133,0
3,Video_2.mp4,128,25,2,0.51818955,0.7195934420616319,0
3,Video_2.mp4,128,25,3,0.9848033,0.9914120437697103,0
0,Video_2.mp4,129,15,0,0.9906236,0.9837002905363862,0
0,Video_2.mp4,129,15,1,0.5720281,0.29004092368254736,0
0,Video_2.mp4,129,15,2,0.5360892,0.4091791336584642,0
0,Video_2.mp4,129,15,3,0.5291345,0.3830399947546988,0
0,Video_2.mp4,129,15,4,0.4920016,0.4168287883131453,0
4,Video_2.mp4,129,21,1,0.55662704,0.31783658312655366,0
4,Video_2.mp4,129,21,2,0.5517491,0.388728608784994,0
